id_transaccion,fecha_venta,producto,categoria,precio_unitario,cantidad,descuento,tipo_descuento,region,score_vendedor,ingreso_total
TXN-00000067,2024-07-20,PROD-0091,Alimentos,,1.0,0.0,ninguno,Nororiente,8.0,319.26962857118644
TXN-00000068,2024-02-11,PROD-0034,Deportes,$167.16,1.0,47415.344441564754,fijo,Sur,1.0,48621.7611606824
TXN-00000069,2024-09-12,PROD-0042,Electrónicos,$528.22,5.0,0.0,ninguno,Norte,8.0,3298.9345292115822
TXN-00000070,2025-03-09,PROD-0019,Electrónicos,$22.35,2.0,0.0,ninguno,ESTE,2.0,40.53903160795345
TXN-00000071,2024-04-13,PROD-0065,Juguetes,70.89329,0.0,14.563770013598901,porcentaje,Oeste,3.0,3010.8678650839693
TXN-00000072,2024-09-09,PROD-0041,Juguetes,$59.37,4.0,0.0,ninguno,Centro,2.0,246.20328821231996
TXN-00000073,2024-03-11,PROD-0035,Libros,$15.24,2.0,15862.12251152177,fijo,ESTE,9.0,19443.219285661064
TXN-00000074,2025-01-09,PROD-0070,Ropa,$233.76,5.0,0.0,ninguno,Oeste,4.0,1372.7172054562056
TXN-00000075,2024-09-16,PROD-0041,Electrónicos,$70.57,3.0,0.0,ninguno,Norte,4.0,251.83836427593
TXN-00000076,2024-06-28,PROD-0047,Libros,$175.15,3.0,0.0,ninguno,Centro,4.0,550.6645573906926
TXN-00000077,2024-05-03,PROD-0045,Salud,$752.80,7.0,0.0,ninguno,Sur,7.0,5055.653714518259
TXN-00000078,2024-11-03,PROD-0026,Hogar,$65.50,5.0,0.0,ninguno,Este,10.0,392.86541583625416
TXN-00000079,2024-12-31,PROD-0013,Juguetes,$61.62,2.0,16031.597491039,fijo,Este,7.0,20117.716925607107
TXN-00000080,2025-05-27,PROD-0083,Libros,$100.16,4.0,8.07013229925263,porcentaje,Norte,99.0,670.0075449729621
TXN-00000081,2024-08-26,PROD-0010,Ropa,$218.88,3.0,17.608339736270505,porcentaje,ESTE,6.0,504.2884972161221
TXN-00000082,2024-03-28,PROD-0033,Juguetes,54.05263,4.0,9382.192824126927,fijo,Este,2.0,7563.494911073006
TXN-00000083,2025-03-29,PROD-0067,Juguetes,51.01575,7.0,0.0,ninguno,SUR,2.0,388.50704617580215
TXN-00000084,2024-12-09,PROD-0014,Salud,$233.10,4.0,2916.5604537618883,fijo,SUR,2.0,2060.282351315886
TXN-00000085,2025-01-16,PROD-0066,Deportes,$126.57,4.0,0.0,ninguno,Norte,7.0,462.55733610231226
TXN-00000086,2024-02-22,PROD-0074,Ropa,$14.29,7.0,28.10570131592404,porcentaje,centro,9.0,68.97924521122366
TXN-00000087,2024-06-19,PROD-0067,Libros,,0.0,15564.516570611462,fijo,Sur,3.0,3320.2256876825404
TXN-00000088,2025-02-22,PROD-0031,Libros,$347.62,4.0,0.0,ninguno,centro,10.0,1490.3862835323862
TXN-00000089,2025-03-29,PROD-0002,Libros,$129.25,4.0,19.503557190012664,porcentaje,centro,3.0,382.9062078759044
TXN-00000090,2024-08-25,PROD-0089,Deportes,$45.33,4.0,0.0,ninguno,ESTE,4.0,196.56568401364453
TXN-00000091,2025-03-14,PROD-0033,Electrónicos,$77.22,3.0,0.0,ninguno,Centro,2.0,194.00711189392837
TXN-00000092,2025-04-03,PROD-0081,Ropa,$91.10,4.0,0.0,ninguno,SUR,1.0,296.8072424977166
TXN-00000093,2024-07-30,PROD-0020,Alimentos,$174.54,3.0,0.0,ninguno,norte,7.0,506.6869441752582
TXN-00000094,2025-05-04,PROD-0017,Libros,$26.51,5.0,0.0,ninguno,centro,5.0,127.46501468024522
TXN-00000095,2024-06-06,PROD-0078,Salud,$42.23,1.0,28.40887721148752,porcentaje,oeste,2.0,25.95784700639283
TXN-00000096,2024-05-10,PROD-0094,Salud,$115.08,3.0,0.0,ninguno,oeste,6.0,309.5879607225816
TXN-00000097,2025-01-06,PROD-0087,Hogar,82.28171,1.0,27.425731593165217,porcentaje,Nororiente,4.0,53.85166530970738
TXN-00000098,2024-12-13,PROD-0076,Juguetes,$150.61,2.0,44934.16694091766,fijo,Norte,4.0,50588.65174770655
TXN-00000099,2024-03-17,PROD-0025,Ropa,$29.77,-4.0,0.0,ninguno,norte,9.0,925.5645832525563
TXN-00000100,2025-03-29,PROD-0092,Electrónicos,124.1407,0.0,0.0,ninguno,Nororiente,5.0,5436.846069263651
TXN-00000101,2024-04-18,PROD-0067,Libros,240.4291,1.0,0.0,ninguno,norte,5.0,268.2812360348832
TXN-00000102,2025-03-14,PROD-0018,Hogar,$139.51,6.0,0.0,ninguno,Este,7.0,800.2324254954468
TXN-00000103,2024-01-05,PROD-0013,Electrónicos,$102.02,5.0,0.0,ninguno,Norte,9.0,640.5557012909
TXN-00000104,2025-03-10,PROD-0088,Electrónicos,$82.57,6.0,0.0,ninguno,Sur,8.0,485.6275219353764
TXN-00000105,2025-03-04,PROD-0028,Alimentos,$42.46,1.0,39.191425134020974,porcentaje,norte,5.0,23.09713717162002
TXN-00000106,2025-03-01,PROD-0077,Electrónicos,$84.37,2.0,48.99790003049042,porcentaje,SUR,4.0,87.32379748364083
TXN-00000107,2024-12-28,PROD-0014,Juguetes,$279.70,4.0,0.0,ninguno,Centro,2.0,983.3517814325983
TXN-00000108,2024-09-14,PROD-0029,Salud,$80.87,3.0,0.0,ninguno,Sur,2.0,217.61191544204763
TXN-00000109,2025-01-19,PROD-0029,Ropa,$40.41,1.0,40.62088481601543,porcentaje,Centro,8.0,24.248856217791786
TXN-00000110,2024-05-31,PROD-0029,Electrónicos,$57.80,3.0,16433.846570856975,fijo,centro,8.0,18690.26788774331
TXN-00000111,2025-03-01,PROD-0068,Alimentos,$107.85,4.0,27.852830249799588,porcentaje,ESTE,4.0,274.090558364309
TXN-00000112,2024-10-29,PROD-0092,Hogar,$64.32,2.0,0.0,ninguno,ESTE,10.0,129.27992969408214
TXN-00000113,2024-09-07,PROD-0092,Libros,$139.32,1.0,31340.18982026757,fijo,Sur,10.0,39240.72365652339
TXN-00000114,2024-10-02,PROD-0075,Ropa,$144.11,2.0,30.06399949850637,porcentaje,oeste,7.0,196.15865767368848
TXN-00000115,2024-11-05,PROD-0021,Alimentos,$200.35,5.0,10.379750858318534,porcentaje,Centro,3.0,802.0838184549766
TXN-00000116,2024-01-21,PROD-0097,Electrónicos,$324.15,4.0,18820.726880027865,fijo,centro,6.0,18825.356328086084
TXN-00000117,2024-03-17,PROD-0055,Hogar,$220.58,3.0,0.0,ninguno,SUR,9.0,586.6568133109146
TXN-00000118,2024-05-13,PROD-0055,Hogar,"$9,999,999.99",4.0,0.0,ninguno,oeste,6.0,184.65457784915404
TXN-00000119,2024-03-03,PROD-0071,Electrónicos,39.91766,3.0,20.09970666298618,porcentaje,norte,5.0,89.31375270586258
TXN-00000120,2024-08-27,PROD-0077,Deportes,$84.08,2.0,0.0,ninguno,ESTE,6.0,152.07805282090553
TXN-00000121,2024-12-30,PROD-0096,Libros,59.97586,0.0,0.0,ninguno,Norte,9.0,981.965918066696
TXN-00000122,2024-12-22,PROD-0059,Libros,$32.31,5.0,0.0,ninguno,Oeste,5.0,192.9086791954327
TXN-00000123,2024-09-13,PROD-0062,Ropa,60.48995,1.0,17818.585753736315,fijo,centro,2.0,19813.95865426423
TXN-00000124,2025-04-11,PROD-0075,Juguetes,$58.73,,27.20514505564892,porcentaje,Centro,6.0,162.02438203323993
TXN-00000125,2024-11-04,PROD-0026,Salud,"$9,999,999.99",3.0,0.0,ninguno,oeste,7.0,159.54813715252675
TXN-00000126,2024-02-13,PROD-0031,Electrónicos,$67.75,-1.0,0.0,ninguno,Oeste,10.0,1397.7340884116413
TXN-00000127,2025-02-20,PROD-0063,Electrónicos,$259.98,3.0,27461.986316700004,fijo,Oeste,2.0,26973.642047786405
TXN-00000128,2024-11-09,PROD-0007,Salud,107.6961,2.0,0.0,ninguno,norte,10.0,279.54517346551484
TXN-00000129,2024-12-11,PROD-0033,Alimentos,$832.66,4.0,17.72646607175774,porcentaje,Centro,9.0,3197.580081710832
TXN-00000130,2024-11-04,PROD-0072,Electrónicos,104.9472,3.0,19.908439599708714,porcentaje,oeste,8.0,309.9161810429777
TXN-00000131,2024-10-28,PROD-0098,Libros,$69.33,3.0,47.719099816235016,porcentaje,norte,3.0,98.22678346146766
TXN-00000132,2024-02-19,PROD-0052,Deportes,90.35258,2.0,0.0,ninguno,Oeste,3.0,217.89695300785124
TXN-00000133,2024-10-31,PROD-0040,Salud,$113.39,3.0,19.263558464748563,porcentaje,Este,5.0,329.13439504922246
TXN-00000134,2025-03-09,PROD-0045,Libros,$133.18,2.0,22.787811099552595,porcentaje,ESTE,2.0,233.70052462068557
TXN-00000135,2024-06-14,PROD-0069,Libros,$583.50,7.0,42.901712389357975,porcentaje,Centro,7.0,2935.836529185976
TXN-00000136,2024-11-24,PROD-0055,Libros,$42.06,1.0,8.87402453962287,porcentaje,Sur,8.0,46.18219208450937
TXN-00000137,2024-01-17,PROD-0003,Ropa,$195.03,1.0,37485.13807360178,fijo,Nororiente,5.0,40356.61739725278
TXN-00000138,2024-07-08,PROD-0054,Libros,$108.52,1.0,0.0,ninguno,Este,7.0,123.02759869263527
TXN-00000139,2024-08-26,PROD-0041,Salud,$21.89,5.0,0.0,ninguno,ESTE,8.0,133.37626643089177
TXN-00000140,2025-06-19,PROD-0071,Deportes,,4.0,28164.37466209287,fijo,Norte,10.0,33196.93925284455
TXN-00000141,2024-04-26,PROD-0088,Juguetes,"$9,999,999.99",4.0,21382.002708797936,fijo,norte,7.0,22468.805422411668
TXN-00000142,2024-05-30,PROD-0097,Hogar,$41.62,0.0,0.0,ninguno,Sur,3.0,2912.6479035626853
TXN-00000143,2024-08-10,PROD-0062,Alimentos,$89.30,-5.0,10.238467736791616,porcentaje,Nororiente,2.0,11012.271803345791
TXN-00000144,2025-06-25,PROD-0037,Hogar,$19.05,3.0,40.102966655688746,porcentaje,SUR,10.0,30.27615502982963
TXN-00000145,2025-04-10,PROD-0045,Ropa,,2.0,0.0,ninguno,Este,8.0,68.08595246711613
TXN-00000146,2024-01-19,PROD-0018,Alimentos,,4.0,0.0,ninguno,centro,9.0,1034.4488837306012
TXN-00000147,2024-05-07,PROD-0094,Juguetes,$59.16,3.0,8702.066878225498,fijo,Sur,5.0,10162.023501749462
TXN-00000148,2025-03-23,PROD-0085,Juguetes,$33.18,4.0,16.90907948467598,porcentaje,Centro,2.0,99.24330761524948
TXN-00000149,2024-02-01,PROD-0086,Alimentos,,2.0,29.45016892587901,porcentaje,norte,6.0,167.19585368815618
TXN-00000150,2025-04-11,PROD-0033,Ropa,$56.25,8.0,44.57372391738315,porcentaje,norte,7.0,227.1333463847639
TXN-00000151,2024-06-02,PROD-0033,Salud,58.92470,2.0,0.0,ninguno,Norte,3.0,129.1231717804993
TXN-00000152,2025-05-15,PROD-0086,Libros,,3.0,0.0,ninguno,norte,5.0,609.7811114276923
TXN-00000153,2024-06-09,PROD-0055,Libros,$31.64,2.0,7.547252362981272,porcentaje,Oeste,5.0,64.46585880514978
TXN-00000154,2024-08-24,PROD-0071,Hogar,39.85194,0.0,33.46866398508312,porcentaje,Norte,3.0,8293.677814756387
TXN-00000155,2024-12-26,PROD-0049,Hogar,103.4069,3.0,35.50692028643387,porcentaje,Oeste,9.0,204.41512944585557
TXN-00000156,2024-03-09,PROD-0045,Deportes,,3.0,23.079869949322642,porcentaje,Oeste,5.0,551.0773393972643
TXN-00000157,2024-10-30,PROD-0064,Ropa,$274.33,3.0,0.0,ninguno,SUR,10.0,1049.969285856639
TXN-00000158,2024-10-02,PROD-0082,Hogar,$49.47,1.0,24063.857796920034,fijo,Norte,1.0,26402.68612357159
TXN-00000159,2025-03-03,PROD-0034,Electrónicos,$209.27,1.0,0.0,ninguno,norte,10.0,186.27369367066146
TXN-00000160,2025-06-26,PROD-0081,Alimentos,$44.45,3.0,0.0,ninguno,norte,7.0,143.1689458324609
TXN-00000161,2024-12-28,PROD-0025,Alimentos,$465.72,8.0,0.0,ninguno,ESTE,8.0,4404.357379062572
TXN-00000162,2024-08-11,PROD-0041,Salud,$32.45,2.0,0.0,ninguno,Nororiente,3.0,66.95199607840827
TXN-00000163,2024-08-09,PROD-0092,Hogar,297.5644,1.0,0.0,ninguno,Este,1.0,311.5218629173845
TXN-00000164,2024-08-15,PROD-0096,Deportes,$49.86,6.0,0.0,ninguno,Oeste,3.0,358.84388992114503
TXN-00000165,2025-03-19,PROD-0093,Deportes,$551.10,3.0,38915.305252266524,fijo,Sur,5.0,44977.42877346432
TXN-00000166,2024-06-24,PROD-0032,Alimentos,$153.27,3.0,42.44871132452248,porcentaje,norte,4.0,229.11793894012533
TXN-00000167,2024-04-01,PROD-0085,Hogar,$36.07,1.0,18.116689631226805,porcentaje,SUR,15.0,34.113202099050056
TXN-00000168,2024-07-01,PROD-0094,Salud,56.26008,3.0,0.0,ninguno,ESTE,1.0,178.80847720181958
TXN-00000169,2024-01-13,PROD-0098,Deportes,$181.83,7.0,0.0,ninguno,centro,7.0,1553.666115916159
TXN-00000170,2024-02-27,PROD-0003,Ropa,$232.15,3.0,45.92830799559359,porcentaje,SUR,7.0,365.1457346968657
TXN-00000171,2024-02-19,PROD-0075,Ropa,$84.47,0.0,0.0,ninguno,Nororiente,99.0,10004.141890282719
TXN-00000172,2025-02-24,PROD-0100,Salud,$93.71,4.0,0.0,ninguno,oeste,8.0,420.55429274108866
TXN-00000173,2025-01-28,PROD-0077,Ropa,178.1307,2.0,0.0,ninguno,Sur,10.0,386.81064785477025
TXN-00000174,2025-01-14,PROD-0024,Alimentos,$101.35,4.0,42864.55950763776,fijo,Oeste,10.0,42178.50112785044
TXN-00000175,2024-09-08,PROD-0077,Ropa,$28.10,2.0,37.45850535282725,porcentaje,oeste,2.0,42.206313530652636
TXN-00000176,2025-01-25,PROD-0011,Ropa,$43.31,5.0,0.0,ninguno,oeste,5.0,210.77134992173293
TXN-00000177,2024-03-28,PROD-0049,Deportes,$111.23,3.0,27.054429195007735,porcentaje,centro,1.0,202.1152713673542
TXN-00000178,2025-05-05,PROD-0063,Alimentos,$268.79,3.0,0.0,ninguno,oeste,1.0,670.7047178112321
TXN-00000179,2024-09-30,PROD-0046,Alimentos,$385.44,3.0,16070.638757610179,fijo,Norte,9.0,14312.853489358331
TXN-00000180,2025-05-26,PROD-0070,Deportes,$181.56,2.0,40.10380194815314,porcentaje,Este,10.0,202.56506621655956
TXN-00000181,2024-03-24,PROD-0025,Ropa,$116.58,1.0,13453.407017440717,fijo,centro,3.0,13158.272053142893
TXN-00000182,2024-09-28,PROD-0061,Electrónicos,$176.61,0.0,0.0,ninguno,SUR,5.0,1336.0160990979523
TXN-00000183,2025-01-14,PROD-0065,Juguetes,,2.0,29671.907991671065,fijo,ESTE,1.0,30599.615178937995
TXN-00000184,2024-09-27,PROD-0064,Electrónicos,$78.42,1.0,0.0,ninguno,ESTE,9.0,82.34667530188597
TXN-00000185,2024-08-31,PROD-0029,Salud,$42.87,1.0,40.60855999861174,porcentaje,Oeste,6.0,28.049016246010254
TXN-00000186,2024-03-31,PROD-0031,Ropa,$29.26,5.0,0.0,ninguno,centro,3.0,180.16185701512146
TXN-00000187,2024-07-26,PROD-0026,Hogar,$121.53,1.0,40.24621164520357,porcentaje,ESTE,10.0,95.60117726895511
TXN-00000188,2024-05-10,PROD-0047,Electrónicos,$106.37,4.0,27.94175309625004,porcentaje,Norte,2.0,302.3580588589345
TXN-00000189,2024-06-13,PROD-0059,Libros,$167.15,2.0,0.0,ninguno,SUR,3.0,326.0166986578098
TXN-00000190,2025-01-07,PROD-0037,Alimentos,$147.16,0.0,0.0,ninguno,Oeste,8.0,7657.66241201496
TXN-00000191,2024-12-09,PROD-0041,Ropa,$111.99,6.0,0.0,ninguno,Centro,5.0,668.1743587348253
TXN-00000192,2024-11-26,PROD-0029,Deportes,$148.55,0.0,0.0,ninguno,oeste,8.0,9039.146429892146
TXN-00000193,2024-07-16,PROD-0022,Electrónicos,$86.62,5.0,26879.982341269286,fijo,Centro,3.0,28347.809991700553
TXN-00000194,2025-06-07,PROD-0066,Salud,$130.53,3.0,0.0,ninguno,SUR,7.0,368.63489643747215
TXN-00000195,2024-02-17,PROD-0082,Alimentos,$46.83,4.0,44.79251444823405,porcentaje,norte,6.0,105.87947447742808
TXN-00000196,2024-07-05,PROD-0030,Salud,$125.55,1.0,0.0,ninguno,Nororiente,1.0,145.25557507636728
TXN-00000197,2024-03-05,PROD-0087,Electrónicos,164.2805,4.0,0.0,ninguno,Oeste,4.0,697.9920880217029
TXN-00000198,2024-07-03,PROD-0058,Libros,$49.27,1.0,0.0,ninguno,Centro,3.0,55.00771393688053
TXN-00000199,2025-06-08,PROD-0017,Hogar,$94.32,3.0,0.0,ninguno,Nororiente,6.0,325.1000224251219
TXN-00000200,2024-07-18,PROD-0037,Deportes,$51.35,1.0,0.0,ninguno,SUR,5.0,53.537611078163145
TXN-00000201,2025-05-10,PROD-0001,Deportes,$56.04,4.0,0.0,ninguno,centro,5.0,216.13099776259867
TXN-00000202,2024-09-26,PROD-0004,Ropa,$32.71,1.0,37390.09109786903,fijo,Este,2.0,39572.91121799304
TXN-00000203,2025-01-16,PROD-0034,Hogar,$281.24,2.0,0.0,ninguno,Oeste,10.0,522.9575415458279
TXN-00000204,2024-09-06,PROD-0046,Ropa,$234.89,-0.0,0.0,ninguno,Este,8.0,2172.5416297481966
TXN-00000205,2024-05-24,PROD-0080,Juguetes,$146.01,3.0,44721.88489910671,fijo,SUR,7.0,39854.22943123564
TXN-00000206,2025-02-20,PROD-0014,Libros,$531.11,3.0,0.0,ninguno,centro,3.0,1904.9047209796638
TXN-00000207,2025-06-12,PROD-0084,Libros,$75.92,3.0,46.7053758578334,porcentaje,Sur,7.0,142.55020241412547
TXN-00000208,2024-05-23,PROD-0024,Hogar,"$1,378.27",2.0,0.0,ninguno,Norte,3.0,2477.1926030299187
TXN-00000209,2025-02-28,PROD-0014,Salud,$73.35,-3.0,0.0,ninguno,norte,5.0,6659.528419830719
TXN-00000210,2024-05-22,PROD-0070,Hogar,$113.26,2.0,9.094115230852491,porcentaje,Nororiente,3.0,231.25596194773263
TXN-00000211,2025-01-25,PROD-0078,Deportes,62.92854,3.0,31.549057864529694,porcentaje,centro,4.0,146.67526139114995
TXN-00000212,2025-03-06,PROD-0061,Alimentos,$125.85,7.0,0.0,ninguno,oeste,7.0,880.512066249372
TXN-00000213,2024-09-01,PROD-0012,Deportes,$190.96,3.0,32.931729920352296,porcentaje,Centro,4.0,403.22009025170837
TXN-00000214,2025-02-05,PROD-0012,Deportes,$81.25,5.0,0.0,ninguno,oeste,8.0,453.778258885332
TXN-00000215,2024-05-28,PROD-0040,Libros,$445.43,3.0,6.2336969107429185,porcentaje,Nororiente,6.0,1262.8214518006487
TXN-00000216,2024-02-13,PROD-0046,Alimentos,$111.63,3.0,45.293765902381715,porcentaje,norte,10.0,206.40425269066898
TXN-00000217,2024-02-22,PROD-0100,Ropa,$114.83,4.0,36.297589245141424,porcentaje,Norte,2.0,267.8862966023455
TXN-00000218,2024-08-31,PROD-0029,Salud,$39.72,3.0,0.0,ninguno,oeste,10.0,150.738474221565
